"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Molineux, Evan","SO-2","9:35.21","2014 SCIAC T&F Championships","May 3, 2014","Stag","3000S","2014","Outdoor"
"Molineux, Evan","SO-2","9:35.92","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Stag","3000S","2014","Outdoor"
"Lombardo, Alex","FR-1","9:37.94","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","3000S","2014","Outdoor"
"Lombardo, Alex","FR-1","9:38.58","2014 SCIAC T&F Championships","May 3, 2014","Stag","3000S","2014","Outdoor"
"Owlett, Bob","SO-2","9:39.43","2014 SCIAC T&F Championships","May 3, 2014","Stag","3000S","2014","Outdoor"
"Owlett, Bob","SO-2","9:50.17","SCIAC Multi Duals Meet #3","Apr 19, 2014","Stag","3000S","2014","Outdoor"
"Owlett, Bob","SO-2","9:50.42","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","3000S","2014","Outdoor"
"Owlett, Bob","SO-2","9:54.05","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","3000S","2014","Outdoor"
"Owlett, Bob","SO-2","9:55.44","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","3000S","2014","Outdoor"
"Lombardo, Alex","FR-1","9:57.53","SCIAC Multi Duals Meet #3","Apr 19, 2014","Stag","3000S","2014","Outdoor"
"Cook, Matt","JR-3","9:58.70","2014 SCIAC T&F Championships","May 3, 2014","Stag","3000S","2014","Outdoor"
"Kirk, Joel","SO-2","10:03.84","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","3000S","2014","Outdoor"
"Cook, Matt","JR-3","10:07.66","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","3000S","2014","Outdoor"
"Cook, Matt","JR-3","10:10.55","SCIAC Multi Duals Meet #3","Apr 19, 2014","Stag","3000S","2014","Outdoor"
"Kirk, Joel","SO-2","10:11.22","2014 SCIAC Quad Meet","Mar 29, 2014","Stag","3000S","2014","Outdoor"
"Cook, Matt","JR-3","10:22.84","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Stag","3000S","2014","Outdoor"
