"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"D'Anieri, Thomas","SO-2","14:21.04","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","5000","2018","Outdoor"
"Iten, Ben","JR-3","15:04.08","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","5000","2018","Outdoor"
"D'Anieri, Thomas","SO-2","15:23.79","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","5000","2018","Outdoor"
"Iten, Ben","JR-3","15:28.82","Bryan Clay Invitational","Apr 19, 2018","Stag","5000","2018","Outdoor"
"Kimball, Will","FR-1","15:29.57","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","5000","2018","Outdoor"
"Harris, Charlie","JR-3","15:35.05","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","5000","2018","Outdoor"
"Steinberg, Stevie","FR-1","15:36.48","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","5000","2018","Outdoor"
"Steinberg, Stevie","FR-1","15:38.91","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","5000","2018","Outdoor"
"Steinberg, Stevie","FR-1","15:40.33","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","5000","2018","Outdoor"
"Hassman, Evan","FR-1","15:40.60","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","5000","2018","Outdoor"
"Kimball, Will","FR-1","15:42.35","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","5000","2018","Outdoor"
"Harris, Charlie","JR-3","15:49.75","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","5000","2018","Outdoor"
"Iten, Ben","JR-3","15:53.30","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","5000","2018","Outdoor"
"Harris, Charlie","JR-3","15:53.63","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","5000","2018","Outdoor"
"Schulze, Adam","SR-4","15:56.31","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","5000","2018","Outdoor"
"Macdonald, Brooks","SO-2","16:09.32","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","5000","2018","Outdoor"
"Harris, Charlie","JR-3","16:16.67","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","5000","2018","Outdoor"
"Macdonald, Brooks","SO-2","16:39.07","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","5000","2018","Outdoor"
"Schulze, Adam","SR-4","16:42.82","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","5000","2018","Outdoor"
"Natarajan, Arjun","FR-1","16:59.21","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","5000","2018","Outdoor"
"Natarajan, Arjun","FR-1","17:06.62","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","5000","2018","Outdoor"
"Psaltakis, Matt","JR-3","17:14.63","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","5000","2018","Outdoor"
