"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Teresi , Nicholas","SO-2",47.3,"2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400","2023","Outdoor"
"Teresi , Nicholas","SO-2",47.66,"NCAA Division III Outdoor Track & Field Championships","May 25, 2023","Stag","400","2023","Outdoor"
"Teresi , Nicholas","SO-2",47.88,"APU Franson Last Chance","May 12, 2023","Stag","400","2023","Outdoor"
"Cockburn, Jamie","SR-4",48.02,"2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400","2023","Outdoor"
"Cockburn, Jamie","SR-4",48.15,"Oxy Invitational","May 6, 2023","Stag","400","2023","Outdoor"
"Cockburn, Jamie","SR-4",48.2,"2023 Redlands Final Qualifier","May 17, 2023","Stag","400","2023","Outdoor"
"Teresi , Nicholas","SO-2",48.62,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","400","2023","Outdoor"
"DelVecchio, Ellis","FR-1",49.05,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","400","2023","Outdoor"
"Teresi , Nicholas","SO-2",49.2,"2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400","2023","Outdoor"
"Cockburn, Jamie","SR-4",49.75,"2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400","2023","Outdoor"
"Cockburn, Jamie","SR-4",49.84,"63rd Annual Mt. SAC Relays","Apr 12, 2023","Stag","400","2023","Outdoor"
"Cockburn, Jamie","SR-4",50.19,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Stag","400","2023","Outdoor"
"Aldrich, Jackson","JR-3",51.92,"Redlands Invitational (Collegiate)","Mar 17, 2023","Stag","400","2023","Outdoor"
"Aldrich, Jackson","JR-3",52,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Stag","400","2023","Outdoor"
"Scanlon, Colin","SO-2",52.29,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Stag","400","2023","Outdoor"
"Aldrich, Jackson","JR-3",52.34,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","400","2023","Outdoor"
"Aldrich, Jackson","JR-3",52.53,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","400","2023","Outdoor"
