"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Otto Cutting, Amelia","SO-2","1.62m","5' 3.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.60m","5' 3""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.57m","5' 1.75""","Bryan Clay Invitational","Apr 19, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.57m","5' 1.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.57m","5' 1.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.57m","5' 1.75""","22nd Rossi Relays","Feb 24, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.55m","5' 1""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.55m","5' 1""","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.55m","5' 1""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.55m","5' 1""","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.52m","4' 11.75""","Bryan Clay Invitational","Apr 19, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.52m","4' 11.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.52m","4' 11.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","HJ","2018","Outdoor"
"Lilly, Michelle","SO-2","1.50m","4' 11""","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.50m","4' 11""","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.50m","4' 11""","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.50m","4' 11""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.50m","4' 11""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","HJ","2018","Outdoor"
"Mknelly, Bailey","FR-1","1.47m","4' 9.75""","Redlands Invitational","Mar 16, 2018","Athena","HJ","2018","Outdoor"
"Lilly, Michelle","SO-2","1.47m","4' 9.75""","22nd Rossi Relays","Feb 24, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.47m","4' 9.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","HJ","2018","Outdoor"
"Otto Cutting, Amelia","SO-2","1.47m","4' 9.75""","Redlands Invitational","Mar 16, 2018","Athena","HJ","2018","Outdoor"
