"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Brown, Lillian","JR-3","59.43","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Brown, Lillian","JR-3","59.53","SCIAC Quad Meet","Apr 17, 2010","Athena","400","2010","Outdoor"
"Bunting, Rachel","SO-2","59.69","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Bunting, Rachel","SO-2","59.82","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","400","2010","Outdoor"
"Brown, Lillian","JR-3","59.88","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","400","2010","Outdoor"
"Brown, Lillian","JR-3","1:00.02","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Bunting, Rachel","SO-2","1:00.11","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Bunting, Rachel","SO-2","1:00.40","SCIAC Quad Meet","Apr 17, 2010","Athena","400","2010","Outdoor"
"Brown, Lillian","JR-3","1:00.84","4 Way Scoring Meet","Feb 20, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:01.10","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:01.23","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Brown, Lillian","JR-3","1:01.43","Spring Break Classic","Mar 20, 2010","Athena","400","2010","Outdoor"
"Brown, Lillian","JR-3","1:01.54","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:01.60","SCIAC Quad Meet","Apr 17, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:02.14","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:02.28","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:02.54","Spring Break Classic","Mar 20, 2010","Athena","400","2010","Outdoor"
"Bunting, Rachel","SO-2","1:02.78","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","400","2010","Outdoor"
"Rose, Kelsey","SR-4","1:02.97","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","400","2010","Outdoor"
"Chen, Diana","FR-1","1:04.16","SCIAC Championships","Apr 30, 2010","Athena","400","2010","Outdoor"
"Yoshida, Elise","FR-1","1:04.21","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Athena","400","2010","Outdoor"
"Yoshida, Elise","FR-1","1:04.69","4 Way Scoring Meet","Feb 20, 2010","Athena","400","2010","Outdoor"
"Chen, Diana","FR-1","1:04.75","SCIAC Quad Meet","Apr 17, 2010","Athena","400","2010","Outdoor"
"Chen, Diana","FR-1","1:05.02","Spring Break Classic","Mar 20, 2010","Athena","400","2010","Outdoor"
"Chen, Diana","FR-1","1:05.18","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","400","2010","Outdoor"
"Yoshida, Elise","FR-1","1:05.83","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","400","2010","Outdoor"
"Chen, Diana","FR-1","1:06.30","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Athena","400","2010","Outdoor"
"Chen, Diana","FR-1","1:06.59","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","400","2010","Outdoor"
