"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sealand, Joshua","SO-2","8:35.81","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Banks, Nico","SO-2","8:52.45","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Owlett, Bob","JR-3","8:57.67","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Mitchell, Alex","FR-1","9:02.13","Rossi Relays","Feb 28, 2015","Stag","3000","2015","Outdoor"
"Mitchell, Alex","FR-1","9:06.77","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Mauro, Alex","SR-4","9:11.26","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Jones, Ryan","JR-3","9:17.21","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Anderson, Danyon","FR-1","9:17.47","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Mulligan, Matt","SO-2","9:20.97","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Higle-Ralbovsky, Jacob","JR-3","9:30.86","Rossi Relays","Feb 28, 2015","Stag","3000","2015","Outdoor"
"Higle-Ralbovsky, Jacob","JR-3","9:37.33","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","3000","2015","Outdoor"
"Schein, Steve","JR-3","9:50.41","Rossi Relays","Feb 28, 2015","Stag","3000","2015","Outdoor"
