"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Perrella, Sam","SO-2","42.92m","140' 10""","Rossi Relays","Feb 23, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","41.45m","136' 0""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","41.15m","135' 0""","Rossi Relays","Feb 23, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","41.14m","135' 0""","Cal-Nevada Championships","Mar 29, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","40.86m","134' 1""","Rossi Relays","Feb 23, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","40.49m","132' 10""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","40.41m","132' 7""","Redlands Invitational","Mar 15, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","40.17m","131' 9""","UCSD Opening Triangular","Feb 16, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","40.16m","131' 9""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","40.01m","131' 3""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","39.61m","129' 11""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","39.42m","129' 4""","Cal-Nevada Championships","Mar 29, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","39.02m","128' 0""","UCSD Opening Triangular","Feb 16, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","38.80m","127' 3""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","38.74m","127' 1""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","38.72m","127' 0""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","38.66m","126' 10""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","38.65m","126' 10""","SCIAC Quad Meet","Apr 6, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","38.59m","126' 7""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","38.48m","126' 3""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","38.43m","126' 1""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","38.41m","126' 0""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","38.35m","125' 10""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","38.32m","125' 9""","UCSD Opening Triangular","Feb 16, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","37.89m","124' 4""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","37.68m","123' 7""","SCIAC Quad Meet","Apr 6, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","37.56m","123' 3""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","37.37m","122' 7""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","37.25m","122' 2""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","36.87m","120' 11""","SCIAC Quad Meet","Apr 6, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","36.85m","120' 11""","SCIAC Quad Meet","Apr 6, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","36.71m","120' 5""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","36.14m","118' 7""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","DT","2013","Outdoor"
"Perrella, Sam","SO-2","35.94m","117' 11""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","DT","2013","Outdoor"
"Rich, Alex","FR-1","35.91m","117' 10""","SCIAC Quad Meet","Apr 6, 2013","Stag","DT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","35.87m","117' 8""","SCIAC Quad Meet","Apr 6, 2013","Stag","DT","2013","Outdoor"
