"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Colton, Reny","SR-4","12.70m","41' 8""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.9,"Athena","TJ","2013","Outdoor"
"Colton, Reny","SR-4","12.47m","40' 11""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.8,"Athena","TJ","2013","Outdoor"
"Colton, Reny","SR-4","12.29m","40' 4""","NCAA Division III Outdoor Track & Field Championships","May 23, 2013",1.7,"Athena","TJ","2013","Outdoor"
"Colton, Reny","SR-4","12.25m","40' 2.25""","NCAA Division III Outdoor Track & Field Championships","May 23, 2013",0.7,"Athena","TJ","2013","Outdoor"
"Colton, Reny","SR-4","12.18m","39' 11.5""","NCAA Division III Outdoor Track & Field Championships","May 23, 2013",0.7,"Athena","TJ","2013","Outdoor"
"Colton, Reny","SR-4","12.15m","39' 10.5""","NCAA Division III Outdoor Track & Field Championships","May 23, 2013",-0.9,"Athena","TJ","2013","Outdoor"
"Colton, Reny","SR-4","11.98m","39' 3.75""","Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.3,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.76m","38' 7""","NCAA Division III Outdoor Track & Field Championships","May 23, 2013",1.3,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.73m","38' 6""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.72m","38' 5.5""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.65m","38' 2.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.58m","38' 0""","Cal Tech SCIAC 3-Way","Mar 2, 2013",-1,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.57m","37' 11.5""","Cal-Nevada Championships","Mar 29, 2013",1.4,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.53m","37' 10""","Cal-Nevada Championships","Mar 29, 2013",1.3,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.51m","37' 9.25""","NCAA Division III Outdoor Track & Field Championships","May 23, 2013",1.9,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.50m","37' 8.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.45m","37' 6.75""","SCIAC Quad Meet","Apr 6, 2013",0.8,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.43m","37' 6""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.7,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.40m","37' 5""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.34m","37' 2.5""","Cal-Nevada Championships","Mar 29, 2013",-0.2,"Athena","TJ","2013","Outdoor"
"Erving, Ellyn","JR-3","11.29m","37' 0.5""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","10.82m","35' 6""","SCIAC Quad Meet","Apr 6, 2013",1.3,"Athena","TJ","2013","Outdoor"
"Gaston, Calyx","SR-4","10.72m","35' 2""","SCIAC Quad Meet","Apr 6, 2013",0.5,"Athena","TJ","2013","Outdoor"
"Gaston, Calyx","SR-4","10.34m","33' 11.25""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0.3,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","10.21m","33' 6""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.2,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","10.16m","33' 4""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.6,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","9.94m","32' 7.5""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0,"Athena","TJ","2013","Outdoor"
"Gaston, Calyx","SR-4","9.87m","32' 4.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",1,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","9.82m","32' 2.75""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.4,"Athena","TJ","2013","Outdoor"
"Gaston, Calyx","SR-4","9.81m","32' 2.25""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","9.73m","31' 11.25""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
"Zouai, Manon","SR-4","9.47m","31' 1""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","TJ","2013","Outdoor"
