"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Van, Cam","SR-4","2.00m","6' 6.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.97m","6' 5.5""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.95m","6' 4.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.95m","6' 4.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.93m","6' 4""","Rossi Relays","Feb 25, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.92m","6' 3.5""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.90m","6' 2.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.90m","6' 2.75""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.90m","6' 2.75""","2017 Oxy Invitational","May 6, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.90m","6' 2.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.90m","6' 2.75""","Sacramento State Hornet Invitational","Mar 17, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.88m","6' 2""","Rossi Relays","Feb 25, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.87m","6' 1.5""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.85m","6' 0.75""","2017 Oxy Invitational","May 6, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.85m","6' 0.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.85m","6' 0.75""","2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.82m","5' 11.5""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
"Van, Cam","SR-4","1.82m","5' 11.5""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.80m","5' 10.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.80m","5' 10.75""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.77m","5' 9.75""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.75m","5' 8.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.75m","5' 8.75""","SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.75m","5' 8.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","HJ","2017","Outdoor"
"Myers, Eric","SO-2","1.72m","5' 7.75""","2017 SCIAC T&F Championships","Apr 28, 2017","Stag","HJ","2017","Outdoor"
