"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Jackson, Chris","FR-1",23.11,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.1,"Stag","200","2014","Outdoor"
"Jackson, Chris","FR-1",23.19,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Stag","200","2014","Outdoor"
"Ortiz, Jeff","FR-1",23.21,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.9,"Stag","200","2014","Outdoor"
"Joseph, Senghor","FR-1",23.21,"2014 SCIAC Quad Meet","Mar 29, 2014",1.9,"Stag","200","2014","Outdoor"
"Boggess, Michael","FR-1",23.47,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.1,"Stag","200","2014","Outdoor"
"Jackson, Chris","FR-1",23.62,"SCIAC Multi Duals Meet #3","Apr 19, 2014",1.7,"Stag","200","2014","Outdoor"
"Jackson, Chris","FR-1",23.69,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",-0.4,"Stag","200","2014","Outdoor"
"Boggess, Michael","FR-1",23.72,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",-0.1,"Stag","200","2014","Outdoor"
"Jackson, Chris","FR-1",23.92,"2014 SCIAC Quad Meet","Mar 29, 2014",0.9,"Stag","200","2014","Outdoor"
"Berrueta, Tommy","FR-1",24.05,"2014 SCIAC T&F Championships","May 3, 2014",-0.2,"Stag","200","2014","Outdoor"
"Berrueta, Tommy","FR-1",24.16,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Stag","200","2014","Outdoor"
"Berrueta, Tommy","FR-1",24.26,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",-0.1,"Stag","200","2014","Outdoor"
"Berrueta, Tommy","FR-1",24.38,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.1,"Stag","200","2014","Outdoor"
"Stashko, Connor","FR-1",24.39,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",0.5,"Stag","200","2014","Outdoor"
"Thaker, Avi","SO-2",25.14,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",-0.4,"Stag","200","2014","Outdoor"
"Stashko, Connor","FR-1",25.39,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",-0.1,"Stag","200","2014","Outdoor"
