"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Lee, Liz","SO-2","11.06m","36' 3.5""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",0.3,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","11.00m","36' 1.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",1.8,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.98m","36' 0.25""","2015 SCIAC Track & Field Championships","May 1, 2015",0.5,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.92m","35' 10""","Occidental Invitational (College/University)","May 9, 2015",0,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.91m","35' 9.5""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.1,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.88m","35' 8.5""","2015 SCIAC Track & Field Championships","May 1, 2015",0,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.86m","35' 7.75""","SCIAC Multi Dual","Mar 7, 2015",1,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.84m","35' 6.75""","Occidental Invitational (College/University)","May 9, 2015",0,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.80m","35' 5.25""","2015 SCIAC Track & Field Championships","May 1, 2015",0.1,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.77m","35' 4""","2015 SCIAC Track & Field Championships","May 1, 2015",0,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.71m","35' 1.75""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",2,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.68m","35' 0.5""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.4,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.54m","34' 7""","2015 SCIAC Track & Field Championships","May 1, 2015",0.1,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.52m","34' 6.25""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",-0.1,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.50m","34' 5.5""","Occidental Invitational (College/University)","May 9, 2015",0.4,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.47m","34' 4.25""","Westmont Collegiate Classic","Mar 21, 2015",0.9,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.37m","34' 0.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.6,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.35m","33' 11.5""","Westmont Collegiate Classic","Mar 21, 2015",0.9,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.30m","33' 9.5""","SCIAC Multi Dual","Mar 7, 2015",1.7,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.30m","33' 9.5""","Westmont Collegiate Classic","Mar 21, 2015",0.4,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.25m","33' 7.5""","SCIAC Multi Dual","Mar 7, 2015",1,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.25m","33' 7.5""","SCIAC Multi Dual","Mar 7, 2015",0.3,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.24m","33' 7.25""","SCIAC Multi Dual","Mar 7, 2015",1.7,"Athena","TJ","2015","Outdoor"
"Lee, Liz","SO-2","10.23m","33' 6.75""","SCIAC Multi Dual","Mar 7, 2015",1.7,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.16m","33' 4""","SCIAC Multi Dual","Mar 7, 2015",1.3,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.09m","33' 1.25""","2015 SCIAC Track & Field Championships","May 1, 2015",-0.4,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","10.05m","32' 11.75""","2015 SCIAC Track & Field Championships","May 1, 2015",-0.6,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","9.91m","32' 6.25""","2015 SCIAC Track & Field Championships","May 1, 2015",0,"Athena","TJ","2015","Outdoor"
"Ng, Jessica","SO-2","9.31m","30' 6.5""","Westmont Collegiate Classic","Mar 21, 2015",1.5,"Athena","TJ","2015","Outdoor"
