"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Naden, Bennett","SR-4","8:40.32","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Dannenhauer, Rafer","SR-4","8:40.84","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Briskman, Colin","JR-3","8:48.36","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Sutter, Brian","SR-4","8:49.30","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Briskman, Colin","JR-3","8:49.42","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Loustalet, Zorg","FR-1","8:51.35","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Briskman, Jonathan","JR-3","8:57.62","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Robinson, Tyler","JR-3","9:04.28","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Pitcavage, Sam","SO-2","9:04.69","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Briskman, Jonathan","JR-3","9:06.06","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Owlett, Bob","FR-1","9:06.86","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Maxwell, Dan","JR-3","9:15.44","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Cook, Matt","SO-2","9:21.95","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Wilson, Jack","FR-1","9:22.13","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Mauro, Alex","SO-2","9:24.22","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Van Houten, Lucas","JR-3","9:26.73","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Schiller, Adam","FR-1","9:27.63","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Page, Russell","SR-4","9:27.69","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Mauro, Alex","SO-2","9:28.35","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Van Houten, Lucas","JR-3","9:28.93","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Higle-Ralbovsky, Jacob","FR-1","9:30.96","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Maxwell, Dan","JR-3","9:31.74","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Cook, Matt","SO-2","9:35.51","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Wilson, Jack","FR-1","9:35.73","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
"Atwong, Andrew","FR-1","9:44.72","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"Koh, Alec","FR-1","9:52.34","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"O'Neill, Kevin","SR-4","9:56.55","Rossi Relays","Feb 23, 2013","Stag","3000","2013","Outdoor"
"O'Neill, Kevin","SR-4","10:30.41","UCSD Opening Triangular","Feb 16, 2013","Stag","3000","2013","Outdoor"
