"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Vignos, Jeff","","1:55.94","SCIAC Quad Meet","Apr 17, 2010","Stag","800","2010","Outdoor"
"Vignos, Jeff","","1:56.51","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","800","2010","Outdoor"
"Dinolov, Georgi","JR-3","1:56.59","Spring Break Classic","Mar 20, 2010","Stag","800","2010","Outdoor"
"Vignos, Jeff","","1:56.62","Spring Break Classic","Mar 20, 2010","Stag","800","2010","Outdoor"
"Vignos, Jeff","","1:56.68","SCIAC Championships","Apr 30, 2010","Stag","800","2010","Outdoor"
"Doran, Zach","FR-1","1:57.41","SCIAC Quad Meet","Apr 17, 2010","Stag","800","2010","Outdoor"
"Vignos, Jeff","","1:57.45","4 Way Scoring Meet","Feb 20, 2010","Stag","800","2010","Outdoor"
"Vignos, Jeff","","1:57.63","SCIAC Championships","Apr 30, 2010","Stag","800","2010","Outdoor"
"Chasan, Quinn","SR","1:58.03","Occidental Distance Carnival","Mar 12, 2010","Stag","800","2010","Outdoor"
"Kunselman, Shane","","1:58.24","SCIAC Quad Meet","Apr 17, 2010","Stag","800","2010","Outdoor"
"Chasan, Quinn","SR","1:58.97","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","800","2010","Outdoor"
"Kunselman, Shane","","1:59.03","SCIAC Championships","Apr 30, 2010","Stag","800","2010","Outdoor"
"Dinolov, Georgi","JR-3","1:59.61","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","800","2010","Outdoor"
"Poyhonen, Alex","SR","2:00.06","Spring Break Classic","Mar 20, 2010","Stag","800","2010","Outdoor"
"Kunselman, Shane","","2:00.49","Occidental Distance Carnival","Mar 12, 2010","Stag","800","2010","Outdoor"
"Kunselman, Shane","","2:00.92","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","800","2010","Outdoor"
"Doran, Zach","FR-1","2:01.89","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","800","2010","Outdoor"
"Kunselman, Shane","","2:02.89","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","800","2010","Outdoor"
"Potterton, Kevin","SO-2","2:04.63","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","800","2010","Outdoor"
"Ogilvie, Scott","SO-2","2:04.83","SCIAC Championships","Apr 30, 2010","Stag","800","2010","Outdoor"
"Ogilvie, Scott","SO-2","2:05.37","SCIAC Quad Meet","Apr 17, 2010","Stag","800","2010","Outdoor"
"Potterton, Kevin","SO-2","2:06.09","4 Way Scoring Meet","Feb 20, 2010","Stag","800","2010","Outdoor"
"Ogilvie, Scott","SO-2","2:06.90","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","800","2010","Outdoor"
"Ogilvie, Scott","SO-2","2:06.94","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:07.36","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Stag","800","2010","Outdoor"
"Ogilvie, Scott","SO-2","2:08.11","4 Way Scoring Meet","Feb 20, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:08.38","SCIAC Championships","Apr 30, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:08.48","SCIAC Quad Meet","Apr 17, 2010","Stag","800","2010","Outdoor"
"O'Neill, Kevin","SR","2:09.83","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:10.06","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:11.67","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:11.80","Occidental Distance Carnival","Mar 12, 2010","Stag","800","2010","Outdoor"
"Gil, Nelson","JR-3","2:18.87","4 Way Scoring Meet","Feb 20, 2010","Stag","800","2010","Outdoor"
