"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Martinez, Joshua","SO-2","6.66m","21' 10.25""","Redlands Invitational (Collegiate)","Mar 17, 2023",1.7,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.56m","21' 6.25""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.51m","21' 4.25""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.51m","21' 4.25""","Redlands Invitational (Collegiate)","Mar 17, 2023",0.9,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.28m","20' 7.25""","2023 SCIAC T&F Championships","Apr 29, 2023",0.8,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.25m","20' 6.25""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0.4,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.23m","20' 5.25""","2023 Triton Invite (College/University)","Apr 7, 2023",0.3,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","6.10m","20' 0.25""","Redlands Invitational (Collegiate)","Mar 17, 2023",1.3,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","6.07m","19' 11""","Redlands Invitational (Collegiate)","Mar 17, 2023",0.6,"Stag","LJ","2023","Outdoor"
"Martinez, Joshua","SO-2","6.06m","19' 10.75""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",-0.4,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","6.03m","19' 9.5""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0.6,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","5.99m","19' 8""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","5.99m","19' 8""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",0.3,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","5.96m","19' 6.75""","Redlands Invitational (Collegiate)","Mar 17, 2023",1.3,"Stag","LJ","2023","Outdoor"
"Selva, Kumaran","SO-2","5.90m","19' 4.25""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0,"Stag","LJ","2023","Outdoor"
