"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Behrens, Sydney","FR-1",12.84,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",-1.8,"Athena","100","2023","Outdoor"
"Behrens, Sydney","FR-1",12.92,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.3,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",-0.4,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13.04,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.7,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13.04,"2023 Triton Invite (College/University)","Apr 7, 2023",0.3,"Athena","100","2023","Outdoor"
"Behrens, Sydney","FR-1",13.06,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.8,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13.15,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",-0.2,"Athena","100","2023","Outdoor"
"Behrens, Sydney","FR-1",13.19,"2023 Triton Invite (College/University)","Apr 7, 2023",-0.6,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13.26,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",1.1,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13.26,"Redlands Invitational (Collegiate)","Mar 17, 2023",-0.5,"Athena","100","2023","Outdoor"
"Behrens, Sydney","FR-1",13.3,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",-0.2,"Athena","100","2023","Outdoor"
"Behrens, Sydney","FR-1",13.32,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",1.5,"Athena","100","2023","Outdoor"
"Behrens, Sydney","FR-1",13.34,"Redlands Invitational (Collegiate)","Mar 17, 2023",-0.5,"Athena","100","2023","Outdoor"
"McColl, Malia","FR-1",13.34,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0.3,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",13.42,"SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",-0.4,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",13.6,"2023 SCIAC T&F Championships","Apr 29, 2023",-0.6,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",13.65,"2023 Triton Invite (College/University)","Apr 7, 2023",0.1,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",13.86,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",-0.6,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",13.88,"2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",0.8,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",14.04,"Redlands Invitational (Collegiate)","Mar 17, 2023",-0.4,"Athena","100","2023","Outdoor"
"Wambo Wendja, Wendy","SR-4",14.05,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",-0.2,"Athena","100","2023","Outdoor"
