"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Martinez, Joshua","FR-1","13.02m","42' 8.75""","SCIAC Track & Field Championships","Apr 30, 2022",0,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","13.00m","42' 8""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",0.5,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.99m","42' 7.5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0.4,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.93m","42' 5.25""","SCIAC Track & Field Championships","Apr 30, 2022",-0.7,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.89m","42' 3.5""","SCIAC Track & Field Championships","Apr 30, 2022",0,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","JR-3","12.85m","42' 2""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0.8,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.82m","42' 0.75""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.81m","42' 0.5""","SCIAC Track & Field Championships","Apr 30, 2022",1.5,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.80m","42' 0""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-0.1,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.56m","41' 2.5""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.42m","40' 9""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.40m","40' 8.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","SO-2","12.37m","40' 7""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-0.8,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","SO-2","12.30m","40' 4.25""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",0.4,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","SO-2","12.22m","40' 1.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0.2,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","SO-2","12.20m","40' 0.5""","25th Rossi Relays","Feb 26, 2022",-2.4,"Stag","TJ","2022","Outdoor"
"Martinez, Joshua","FR-1","12.13m","39' 9.75""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",0.1,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","JR-3","11.78m","38' 7.75""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0.7,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","JR-3","11.64m","38' 2.25""","SCIAC #1 @ ULV","Mar 5, 2022",0,"Stag","TJ","2022","Outdoor"
"Selva, Kumaran","SO-2","11.62m","38' 1.5""","SCIAC Track & Field Championships","Apr 30, 2022",-0.7,"Stag","TJ","2022","Outdoor"
