"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Mell, Amanda","JR-3","10.91m","35' 9.5""","41st Annual Aztec Open","Mar 21, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.91m","35' 9.5""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.6,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.89m","35' 8.75""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.87m","35' 8""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.3,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.84m","35' 6.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.83m","35' 6.5""","2019 Oxy Invitational","May 11, 2019",0.9,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.83m","35' 6.5""","Azusa Pacific Twilight & Multi","May 9, 2019",-0.5,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.83m","35' 6.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.82m","35' 6""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.5,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.81m","35' 5.75""","23rd Rossi Relays","Feb 23, 2019",1.2,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.81m","35' 5.75""","Azusa Pacific Twilight & Multi","May 9, 2019",0.3,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.80m","35' 5.25""","Redlands Invitational","Mar 15, 2019",-0.1,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.79m","35' 5""","Beach Invitational","Apr 19, 2019",-0.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.79m","35' 5""","SCIAC Multi-Dual #2","Mar 30, 2019",1.1,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.75m","35' 3.25""","SCIAC Dual Redlands","Mar 2, 2019",-3.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.72m","35' 2""","Redlands Invitational","Mar 15, 2019",0.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.72m","35' 2""","Beach Invitational","Apr 19, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.67m","35' 0.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.1,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.64m","34' 11""","Azusa Pacific Twilight & Multi","May 9, 2019",0.8,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.58m","34' 8.5""","SCIAC Multi-Dual #2","Mar 30, 2019",-1.3,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.57m","34' 8.25""","41st Annual Aztec Open","Mar 21, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.56m","34' 7.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0.9,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.53m","34' 6.75""","Redlands Invitational","Mar 15, 2019",-0.8,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.49m","34' 5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.46m","34' 4""","SCIAC Track & Field Conference Championships","Apr 27, 2019",-1.5,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.43m","34' 2.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.37m","34' 0.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.35m","33' 11.5""","41st Annual Aztec Open","Mar 21, 2019",1,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.32m","33' 10.25""","SCIAC Dual Redlands","Mar 2, 2019",-3.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.30m","33' 9.5""","SCIAC Dual Redlands","Mar 2, 2019",-1.3,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.27m","33' 8.5""","23rd Rossi Relays","Feb 23, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.23m","33' 6.75""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.22m","33' 6.5""","23rd Rossi Relays","Feb 23, 2019",1.2,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.22m","33' 6.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.16m","33' 4""","Redlands Invitational","Mar 15, 2019",0.6,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.14m","33' 3.25""","Redlands Invitational","Mar 15, 2019",-1.9,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.11m","33' 2""","SCIAC Dual Redlands","Mar 2, 2019",-2.2,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.10m","33' 1.75""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.08m","33' 1""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.1,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.05m","32' 11.75""","SCIAC Dual Redlands","Mar 2, 2019",-2.5,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","10.02m","32' 10.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.7,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.01m","32' 10.25""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","10.00m","32' 9.75""","SCIAC Multi-Dual #2","Mar 30, 2019",-1,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","9.99m","32' 9.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","9.94m","32' 7.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.4,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.91m","32' 6.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","9.91m","32' 6.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.83m","32' 3""","23rd Rossi Relays","Feb 23, 2019",1.7,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","9.79m","32' 1.5""","SCIAC Dual Redlands","Mar 2, 2019",-5,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.76m","32' 0.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.74m","31' 11.5""","SCIAC Dual Redlands","Mar 2, 2019",-3,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.73m","31' 11.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.7,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.72m","31' 10.75""","SCIAC Dual Redlands","Mar 2, 2019",-3.1,"Athena","TJ","2019","Outdoor"
"Catolico, Julia","SO-2","9.54m","31' 3.75""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.46m","31' 0.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-1,"Athena","TJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","9.33m","30' 7.5""","SCIAC Dual Redlands","Mar 2, 2019",-2.7,"Athena","TJ","2019","Outdoor"
