"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Mell, Amanda","JR-3","11.57m","37' 11.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.51m","37' 9.25""","41st Annual Aztec Open","Mar 21, 2019",0.2,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.48m","37' 8""","Redlands Final Qualifying Meet","May 15, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.36m","37' 3.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.31m","37' 1.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0.7,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.31m","37' 1.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.3,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.30m","37' 1""","2019 Oxy Invitational","May 11, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.28m","37' 0.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.1,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.25m","36' 11""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.6,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.22m","36' 9.75""","2019 Oxy Invitational","May 11, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.21m","36' 9.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.20m","36' 9""","Beach Invitational","Apr 19, 2019",1.7,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.18m","36' 8.25""","2019 Oxy Invitational","May 11, 2019",-0.9,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.17m","36' 7.75""","41st Annual Aztec Open","Mar 21, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.16m","36' 7.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.16m","36' 7.5""","SCIAC Dual Redlands","Mar 2, 2019",-1.8,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.15m","36' 7""","41st Annual Aztec Open","Mar 21, 2019",0.8,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.14m","36' 6.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.5,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.13m","36' 6.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.11m","36' 5.5""","2019 Oxy Invitational","May 11, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.10m","36' 5""","2019 Oxy Invitational","May 11, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.10m","36' 5""","Azusa Pacific Twilight & Multi","May 9, 2019",0.6,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.08m","36' 4.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",-1.4,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.08m","36' 4.25""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.07m","36' 4""","Azusa Pacific Twilight & Multi","May 9, 2019",0.1,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.05m","36' 3""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0.8,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.05m","36' 3""","Beach Invitational","Apr 19, 2019",0.6,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.05m","36' 3""","Redlands Invitational","Mar 15, 2019",0.1,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.04m","36' 2.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.04m","36' 2.75""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.6,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.04m","36' 2.75""","Azusa Pacific Twilight & Multi","May 9, 2019",0.6,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.01m","36' 1.5""","2019 Oxy Invitational","May 11, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","11.00m","36' 1.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","11.00m","36' 1.25""","Beach Invitational","Apr 19, 2019",1.8,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.99m","36' 0.75""","Redlands Invitational","Mar 15, 2019",0.1,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.99m","36' 0.75""","Azusa Pacific Twilight & Multi","May 9, 2019",0.4,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.98m","36' 0.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.97m","36' 0""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.4,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.97m","36' 0""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","TJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","10.95m","35' 11.25""","Redlands Invitational","Mar 15, 2019",0.1,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.93m","35' 10.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.7,"Athena","TJ","2019","Outdoor"
"Mell, Amanda","JR-3","10.93m","35' 10.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.1,"Athena","TJ","2019","Outdoor"
