"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Griffith, Sabrine","JR-3",14.68,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.8,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",14.74,"Azusa Pacific Twilight & Multi","May 9, 2019",1.7,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",14.8,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.8,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",14.84,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.1,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",14.9,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.8,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",14.98,"Beach Invitational","Apr 19, 2019",-0.3,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",15.04,"SCIAC Multi-Dual #2","Mar 30, 2019",1.4,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",15.17,"41st Annual Aztec Open","Mar 21, 2019",-0.6,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",15.2,"2019 Oxy Invitational","May 11, 2019",0,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",15.22,"23rd Rossi Relays","Feb 23, 2019",1.4,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",15.35,"Claremont Classic Hep/Dec Multis Meet","May 8, 2019",2,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",15.37,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.1,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",15.39,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0.3,"Athena","100H","2019","Outdoor"
"Griffith, Sabrine","JR-3",15.41,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0.1,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",15.42,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.1,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",15.44,"SCIAC Multi-Dual #2","Mar 30, 2019",1.4,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",15.54,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.8,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",15.62,"41st Annual Aztec Open","Mar 21, 2019",0.2,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",15.72,"Claremont Classic Hep/Dec Multis Meet","May 8, 2019",1,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",15.84,"23rd Rossi Relays","Feb 23, 2019",1.4,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",15.91,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.5,"Athena","100H","2019","Outdoor"
"Mknelly, Bailey","SO-2",15.97,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.8,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",16.12,"SCIAC Multi-Dual #2","Mar 30, 2019",1.4,"Athena","100H","2019","Outdoor"
"Mknelly, Bailey","SO-2",16.14,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",-1.2,"Athena","100H","2019","Outdoor"
"Mknelly, Bailey","SO-2",16.23,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.5,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",16.43,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.5,"Athena","100H","2019","Outdoor"
"Mknelly, Bailey","SO-2",16.46,"SCIAC Multi-Dual #2","Mar 30, 2019",0.2,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",16.57,"23rd Rossi Relays","Feb 23, 2019",0.9,"Athena","100H","2019","Outdoor"
"Mknelly, Bailey","SO-2",16.63,"41st Annual Aztec Open","Mar 21, 2019",0.7,"Athena","100H","2019","Outdoor"
"Egerter, Aubrey","SO-2",16.66,"SCIAC Dual Redlands","Mar 2, 2019",-1.9,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",16.67,"SCIAC Dual Redlands","Mar 2, 2019",-1.9,"Athena","100H","2019","Outdoor"
"Marsh, Deyana","SO-2",16.77,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.9,"Athena","100H","2019","Outdoor"
"Mknelly, Bailey","SO-2",17.04,"23rd Rossi Relays","Feb 23, 2019",0.3,"Athena","100H","2019","Outdoor"
